date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2013-03-01,7.326388888888889,12.739583333333334,9.23263888888889,24.70486111111111,417.0138888888889,67.99652777777777,1.1739583333333334,1026.5697916666666,-20.148611111111112,0.0,2.917708333333333
2013-03-02,31.475694444444443,40.760416666666664,31.660655555555554,56.46695729166667,947.5277777777778,32.621945833333335,0.2604166666666667,1026.552777777778,-16.271875,0.0,1.145138888888889
2013-03-03,79.29166666666667,111.10416666666667,49.239583333333336,76.07638888888889,1770.2743055555557,22.788194444444443,5.257291666666666,1014.2152777777778,-12.325347222222222,0.0,1.4631944444444445
2013-03-04,22.30902777777778,40.888888888888886,18.764872222222223,43.12541458333333,729.1180555555555,56.833333333333336,9.61076388888889,1017.2631944444444,-12.773263888888888,0.0,2.2270833333333333
2013-03-05,127.86805555555556,159.23611111111111,69.99305555555556,100.21527777777777,2015.3645833333333,79.52777777777777,6.6305555555555555,1010.5513888888888,-7.9163194444444445,0.0,0.9920138888888889
2013-03-06,203.78819444444446,231.38888888888889,99.31066388888888,123.99272118055556,2772.590277777778,45.60069444444444,7.293055555555556,1007.1465277777778,-4.805208333333334,0.0,1.0725694444444445
2013-03-07,241.02083333333334,276.19097222222223,83.52430555555556,139.00694444444446,3761.465277777778,48.1875,9.114236111111111,1001.9756944444445,-2.632986111111111,0.0,1.2364583333333334
2013-03-08,200.36458333333334,246.89930555555554,59.41408055555556,112.57033819444445,2826.5104166666665,92.11458333333333,10.046875,999.1065972222223,-2.0465277777777775,0.0,1.8093750000000002
2013-03-09,59.90277777777778,196.58333333333334,27.89036388888889,44.01920138888889,1108.9131944444443,90.17361111111111,7.071875,1004.0555555555555,-11.176041666666666,0.0,3.558680555555556
2013-03-10,37.24305555555556,62.104166666666664,21.01736111111111,46.05555555555556,757.2743055555555,85.96875,5.686458333333333,1020.1572916666667,-14.454513888888888,0.0,2.254861111111111
2013-03-11,122.84375,160.10763888888889,84.35763888888889,83.01388888888889,1613.3229166666667,79.98611111111111,5.981944444444444,1013.3656249999999,-7.462847222222223,0.0,1.4118055555555555
2013-03-12,126.29513888888889,123.78472222222223,30.572916666666668,80.23611111111111,1741.7916666666667,39.829861111111114,4.9586805555555555,1008.5673611111112,0.6204861111111112,0.14895833333333333,1.1847222222222222
2013-03-13,17.20138888888889,22.26736111111111,13.243055555555555,34.989583333333336,527.0798611111111,73.80555555555556,4.431597222222222,1022.3104166666667,-11.578125,0.0,2.1600694444444444
2013-03-14,96.92361111111111,106.80902777777777,50.12152777777778,72.97916666666667,1419.2777777777778,76.05208333333333,3.6746527777777778,1021.173263888889,-4.409375000000001,0.0,1.7319444444444445
2013-03-15,205.02083333333334,223.27430555555554,68.0625,103.80555555555556,2174.3541666666665,53.30555555555556,5.8375,1014.1614583333334,-1.4989583333333334,0.0,1.1090277777777777
2013-03-16,238.13194444444446,234.29513888888889,64.65972222222223,94.98958333333333,2309.440972222222,80.57986111111111,9.349305555555555,1016.4364583333333,0.0875,0.0,1.6520833333333333
2013-03-17,284.1875,290.5625,68.02083333333333,113.24305555555556,2453.847222222222,101.80208333333333,9.702083333333333,1001.610763888889,2.3812499999999996,0.0,1.1107638888888889
2013-03-18,69.46875,98.0625,13.739583333333334,39.18055555555556,813.5034722222222,89.15172916666667,8.2625,1000.8982638888889,-10.370138888888889,0.0010416666666666669,3.6121527777777778
2013-03-19,36.517361111111114,36.75,9.072916666666666,41.267361111111114,729.8576388888889,30.36480902777778,1.8600694444444446,1008.6409722222221,-1.4972222222222222,0.3079861111111111,1.8354166666666667
2013-03-20,46.833333333333336,43.90277777777778,10.895833333333334,38.232638888888886,847.2083333333334,42.550324305555556,1.4909722222222221,1016.8503472222224,-3.7274305555555554,0.27881944444444445,1.7961805555555554
2013-03-21,134.32638888888889,142.86111111111111,23.78125,72.46527777777777,1364.7569444444443,23.899305555555557,3.782638888888889,1004.6003472222224,-2.323611111111111,0.0,1.4625
2013-03-22,76.07638888888889,117.13888888888889,21.493055555555557,51.88194444444444,864.2152777777778,52.982638888888886,6.462847222222222,1011.2819444444444,-6.2131944444444445,0.0,2.4364583333333334
2013-03-23,50.270833333333336,77.21527777777777,25.805555555555557,49.666666666666664,1048.513888888889,36.46055208333333,4.540277777777778,1008.3097222222223,-7.322916666666667,0.0,2.6538194444444443
2013-03-24,17.12152777777778,29.92361111111111,9.190972222222221,31.34722222222222,503.47222222222223,64.65940486111111,4.777430555555556,1015.9409722222222,-14.228124999999999,0.0,2.224652777777778
2013-03-25,98.06597222222223,126.0,40.00883611111111,70.242421875,1042.298611111111,39.899290972222225,5.042013888888889,1015.0177083333333,-6.852083333333334,0.0,1.71875
2013-03-26,178.71875,214.80902777777777,56.62847222222222,82.81944444444444,1641.0868055555557,22.8047125,7.195833333333334,1007.2197916666667,-1.917013888888889,0.0,1.463888888888889
2013-03-27,93.57291666666667,118.82986111111111,16.32638888888889,43.458333333333336,1005.4861111111111,50.38404652777778,10.803472222222222,1004.8031249999999,-5.216319444444444,0.0,2.7666666666666666
2013-03-28,24.006944444444443,44.75347222222222,7.7051750000000006,32.59492465277778,544.7847222222222,69.20349236111112,7.90625,1015.0590277777778,-12.497222222222222,0.0,2.1840277777777777
2013-03-29,73.29861111111111,111.50520833333333,31.155944444444444,65.17845243055555,1338.0347222222222,37.44063888888889,5.952083333333333,1015.9052083333333,-6.933680555555556,0.0,1.806597222222222
2013-03-30,77.66319444444444,105.86458333333333,52.704861111111114,55.00347222222222,1583.1284722222222,48.98127291666666,6.232986111111111,1016.4288194444445,-3.8208333333333337,0.0,1.9388888888888889
2013-03-31,166.26041666666666,183.63541666666666,19.270833333333332,63.888888888888886,1351.9027777777778,12.059027777777779,5.369097222222222,1012.779861111111,2.185763888888889,0.0,1.5413194444444445
2013-04-01,99.60763888888889,118.84722222222223,24.063469444444443,44.90560694444444,1320.6944444444443,53.48491666666667,10.494444444444445,1011.2715277777778,-4.939236111111111,0.0,2.9010416666666665
2013-04-02,93.25694444444444,125.48611111111111,33.201388888888886,59.1875,1234.579861111111,65.18005555555555,10.35625,1010.9878472222222,-3.673263888888889,0.0,1.7579861111111112
2013-04-03,121.89236111111111,190.81944444444446,38.607638888888886,73.11111111111111,1439.7465277777778,62.920361111111106,11.825694444444444,1006.2916666666666,-1.3177083333333333,0.0,2.0170138888888887
2013-04-04,63.614583333333336,93.87152777777777,44.579861111111114,67.93055555555556,1976.1215277777778,32.214471527777775,7.885416666666667,1008.6628472222224,-0.6812499999999999,0.3298611111111111,1.4788194444444445
2013-04-05,56.545138888888886,48.81597222222222,10.618055555555555,37.673611111111114,1157.1215277777778,45.28071944444444,8.595833333333333,1012.6833333333333,-1.4604166666666667,0.08090277777777778,2.7003472222222222
2013-04-06,12.60763888888889,23.20138888888889,6.211805555555555,29.63888888888889,469.78819444444446,64.33716527777777,8.65486111111111,1010.4045138888889,-8.917708333333334,0.0,2.027083333333333
2013-04-07,76.96875,113.29513888888889,34.954861111111114,60.90277777777778,1226.9618055555557,44.56542986111111,8.858680555555557,1001.9729166666667,-2.0406250000000004,0.001388888888888889,1.8621527777777775
2013-04-08,27.32638888888889,106.97222222222223,5.489583333333333,22.01736111111111,391.31944444444446,80.51792152777779,8.98611111111111,1006.5621527777779,-12.103819444444445,0.0,5.375694444444445
2013-04-09,12.57986111111111,28.680555555555557,4.479166666666667,17.618055555555557,350.34722222222223,84.53931458333334,8.067361111111111,1014.0107638888888,-10.213194444444445,0.0,4.009375
2013-04-10,13.333333333333334,26.177083333333332,4.9945055555555555,29.761040625000003,457.2916666666667,68.1772388888889,7.836805555555555,1013.4913194444445,-10.030208333333333,0.0,2.8920138888888887
