date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2013-03-31,104.62567204301075,128.71768593189964,38.285982347670256,67.313490625,1420.1102150537633,56.38758951612903,5.992249103942653,1012.2243727598566,-6.6820900537634405,0.023767921146953405,1.88641353046595
2013-04-30,62.086226851851855,95.82881944444445,20.614505833333332,46.17532849537037,902.8832175925926,61.34864405092593,12.38005787037037,1007.8118171296296,-3.2036805555555556,0.014293981481481482,2.333310185185185
2013-05-31,80.89000896057348,129.80835573476702,24.939006093189963,50.22268441980287,983.0237455197133,83.67141987007169,21.67669130824373,1002.6529121863798,8.13138440860215,0.005790770609318997,1.8116935483870966
2013-06-30,101.23605324074074,115.83501157407407,13.62515851851852,48.160256377314816,1332.9077546296296,74.45313645833333,23.583425925925926,999.6398379629629,17.433321759259258,0.1265277777777778,1.2873495370370371
2013-07-31,67.38160842293907,76.55824372759857,7.410275268817204,39.61315302419355,932.2349910394265,78.63454639336918,27.108826164874554,995.5016801075269,20.902184139784946,0.2754480286738351,1.316913082437276
2013-08-31,60.59464605734767,77.60696684587813,6.9157845878136195,39.60526481854839,874.2495519713261,81.50189697580645,26.89517249103943,998.7778897849462,20.000504032258064,0.10887096774193548,1.3834341397849461
2013-09-30,76.06435185185185,96.45787037037037,10.210069074074074,51.649678182870375,1138.1869212962963,48.09348162037037,20.24068287037037,1008.8497106481482,14.360960648148147,0.0912037037037037,1.1714467592592592
2013-10-31,91.65871415770609,112.80309139784946,15.611475,63.36216850358422,1155.3763440860216,29.9411145609319,12.984016577060933,1015.7997535842293,5.070105286738351,0.013933691756272402,1.2582101254480287
2013-11-30,73.85763888888889,96.27916666666667,21.817884444444445,56.26525839120371,1283.599537037037,29.237877037037038,5.963900462962963,1016.5369097222223,-7.4926967592592595,9.25925925925926e-05,1.8211458333333335
2013-12-31,78.33467741935483,96.34195788530467,38.264938261648744,60.468719601254485,1567.7195340501792,24.094690927419354,0.05416666666666667,1019.612130376344,-13.814796146953405,0.0,1.7283602150537634
2014-01-31,97.14975358422939,122.37572804659499,52.52273745519713,65.62208781362007,1916.6106630824372,24.28953853046595,-0.2830309139784946,1019.6851030465949,-13.195687724014338,0.0,1.667831541218638
2014-02-28,144.36507936507937,148.6124751984127,52.809647817460316,64.7077132936508,2011.545138888889,28.784474206349206,-0.34685019841269843,1022.0472098214286,-9.957986111111111,0.008060515873015874,1.5933283730158732
2014-03-31,94.92103494623656,135.85114247311827,34.615031362007166,63.25224014336918,1385.103046594982,47.679883512544805,9.90146729390681,1013.2684027777779,-6.133557347670251,0.0019153225806451614,1.8680555555555556
2014-04-30,89.72407407407407,142.11689814814815,16.794560185185187,57.092592592592595,925.5208333333334,69.37685185185185,17.017997685185186,1009.9501041666667,3.2788310185185185,0.01940972222222222,1.7390393518518519
2014-05-31,61.46470654121864,116.13483422939069,13.720967741935484,46.223431899641575,836.8951612903226,88.5817876344086,21.616420250896056,1001.079211469534,6.559778225806451,0.07843862007168459,2.080689964157706
2014-06-30,54.582060185185185,74.37974537037037,6.229398148148148,39.878935185185185,801.3425925925926,98.95277777777778,24.766296296296296,999.6672106481481,16.113483796296297,0.17520833333333333,1.4415162037037037
2014-07-31,89.10061603942653,109.5391129032258,6.559408602150538,37.94195788530466,931.3060035842294,101.24969758064516,28.030734767025088,998.1169242831542,19.565255376344087,0.09208109318996416,1.535931899641577
